,date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,High,Low,Open,Close,Volume,Adj Close
553,2018-03-15,-0.18,-0.41,0.31,0.07,-0.14,0.006,0.152449564466209,252.6199951171875,247.63999938964844,249.2899932861328,249.33999633789062,10048800.0,247.5717010498047
554,2018-03-16,0.25,0.47,0.2,0.05,0.32,0.006,0.154405228277148,251.25,248.47999572753906,250.0,250.47999572753906,9986400.0,248.70361328125
555,2018-03-19,-1.38,0.4,0.41,0.37,0.12,0.006,0.160352095183075,249.35000610351562,237.0,248.17999267578125,241.0,17844300.0,239.2908477783203
556,2018-03-20,0.15,-0.12,-0.38,-0.03,-0.11,0.006,0.162233665296057,251.14999389648438,241.1199951171875,241.1199951171875,249.5800018310547,13867400.0,247.80999755859375
557,2018-03-21,-0.06,0.7,0.45,-1.09,0.8,0.006,0.163959133308039,252.0,247.3300018310547,249.32000732421875,248.55999755859375,10967200.0,246.7972412109375
558,2018-03-22,-2.54,0.39,-0.46,0.21,0.04,0.006,0.165528705704478,247.8800048828125,240.33999633789062,246.0,241.85000610351562,13779900.0,240.1348114013672
559,2018-03-23,-2.09,0.1,-0.2,0.08,0.73,0.006,0.166942570314918,242.5,232.52000427246094,242.39999389648438,232.97000122070312,18390500.0,231.3178253173828
560,2018-03-26,2.67,-0.64,0.02,0.05,-0.6,0.006,0.170491815140828,244.52999877929688,235.89999389648438,238.0,244.47999572753906,15285600.0,242.7461700439453
561,2018-03-27,-1.87,-0.24,0.4,0.71,0.55,0.006,0.172186551056451,250.0,219.85000610351562,247.75,225.52000427246094,35225000.0,223.92063903808594
562,2018-03-28,-0.35,0.18,0.65,0.71,0.07,0.006,0.174388244903704,229.38999938964844,217.0,224.1300048828125,221.35000610351562,23647600.0,219.7802276611328
563,2018-03-29,1.41,-0.28,-0.21,-0.34,-0.18,0.006,0.17709716015763,235.5,220.6999969482422,224.11000061035156,231.58999633789062,22915700.0,229.9475860595703
564,2018-04-02,-2.29,-0.07,0.39,0.11,-0.09,0.006999999999999999,0.192526077567667,234.64999389648438,217.5,228.74000549316406,221.0500030517578,23052300.0,219.48233032226562
565,2018-04-03,1.24,-0.04,0.17,0.26,0.12,0.006999999999999999,0.196077231121991,230.35000610351562,221.35000610351562,227.8000030517578,225.35000610351562,16685800.0,223.75184631347656
566,2018-04-04,1.17,0.33,-0.32,0.07,-0.14,0.006999999999999999,0.198924665458788,226.66000366210938,214.0,215.00999450683594,226.24000549316406,19729200.0,224.6355438232422
567,2018-04-05,0.75,0.06,0.48,0.12,0.25,0.006999999999999999,0.201068721328378,229.1300048828125,218.49000549316406,228.60000610351562,221.3800048828125,17531000.0,219.80999755859375
568,2018-04-06,-2.19,0.38,-0.06,0.11,0.04,0.006999999999999999,0.20250965530831,221.60000610351562,213.07000732421875,217.22999572753906,214.25,16574700.0,212.73056030273438
569,2018-04-09,0.3,-0.25,-0.5,-0.76,-0.31,0.006999999999999999,0.202807114722274,221.97000122070312,214.60000610351562,216.8000030517578,215.41000366210938,12488100.0,213.88233947753906
570,2018-04-10,1.77,0.34,-0.12,-0.83,0.37,0.006999999999999999,0.201752019218291,229.0,222.41000366210938,224.72000122070312,227.91000366210938,19041900.0,226.29368591308594
571,2018-04-11,-0.49,0.8,-0.31,-0.61,0.27,0.006999999999999999,0.200117350445264,228.97999572753906,224.9199981689453,227.30999755859375,226.24000549316406,11506100.0,224.6355438232422
572,2018-04-12,0.84,-0.16,0.19,-0.2,0.0,0.006999999999999999,0.197902912783615,235.32000732421875,228.2100067138672,230.0,234.60000610351562,14848000.0,232.9362335205078
573,2018-04-13,-0.37,-0.11,-0.25,-0.13,0.14,0.006999999999999999,0.195108441233259,237.50999450683594,229.5500030517578,237.1699981689453,231.5,12575900.0,229.85821533203125
574,2018-04-16,0.82,0.14,-0.04,0.82,0.03,0.006999999999999999,0.183309750020405,232.83999633789062,227.67999267578125,231.77000427246094,231.49000549316406,8769800.0,229.84829711914062
575,2018-04-17,1.09,0.01,-1.18,-0.21,-0.46,0.006999999999999999,0.177339410856167,238.39999389648438,231.35000610351562,233.60000610351562,237.5399932861328,11180600.0,235.85536193847656
576,2018-04-18,0.13,0.24,0.01,-0.23,0.42,0.006999999999999999,0.169866257406276,239.25,232.77000427246094,235.5,236.3699951171875,9784100.0,234.69371032714844
577,2018-04-19,-0.49,-0.29,1.08,-0.48,0.1,0.006999999999999999,0.160889395364093,233.10000610351562,226.8000030517578,231.75,229.0399932861328,11799900.0,227.4156494140625
578,2018-04-20,-0.81,0.11,0.62,-0.58,0.28,0.006999999999999999,0.150407750475307,232.10000610351562,227.4499969482422,228.69000244140625,228.7100067138672,9655000.0,227.08799743652344
579,2018-04-23,-0.05,-0.07,0.2,0.31,0.07,0.006999999999999999,0.110909611901775,231.5,222.8300018310547,229.42999267578125,223.8800048828125,10687700.0,222.29229736328125
580,2018-04-24,-1.3,0.63,0.98,0.09,0.23,0.006999999999999999,0.0963915760560864,228.8000030517578,218.55999755859375,224.9199981689453,221.1999969482422,10364900.0,219.63125610351562
581,2018-04-25,0.1,-0.28,0.01,0.4,0.16,0.006999999999999999,0.0813690697099641,221.5800018310547,210.3000030517578,220.0,216.66000366210938,14712300.0,215.1234588623047
582,2018-04-26,0.96,-0.54,-0.85,-0.48,-0.48,0.006999999999999999,0.0658402951314019,225.5500030517578,220.52999877929688,223.1999969482422,225.22000122070312,9395600.0,223.62274169921875
583,2018-04-27,0.01,-0.27,0.07,0.63,0.09,0.006999999999999999,0.0498033940036558,230.3000030517578,224.6199951171875,229.5,226.3300018310547,10021200.0,224.72491455078125
584,2018-04-30,-0.8,-0.05,-0.07,-0.48,-0.02,0.006999999999999999,-0.00139465830459226,229.0,224.1199951171875,226.99000549316406,224.89999389648438,8196100.0,223.30502319335938
585,2018-05-01,0.24,0.25,-0.53,0.01,-0.97,0.006,-0.0197296200141129,227.25,222.1999969482422,224.57000732421875,227.13999938964844,6344700.0,225.52915954589844
586,2018-05-02,-0.63,1.24,-0.28,0.01,-0.03,0.006,-0.0383300239289642,228.8000030517578,225.25,227.0,226.30999755859375,6706200.0,224.70501708984375
587,2018-05-03,-0.25,-0.58,-0.17,0.0,-0.1,0.006,-0.0559657176418061,234.0500030517578,225.77000427246094,227.60000610351562,232.99000549316406,11078600.0,231.33767700195312
588,2018-05-04,1.3,-0.03,-0.23,-0.38,0.06,0.006,-0.0726388116028066,239.19000244140625,231.1300048828125,231.8300018310547,239.05999755859375,10016500.0,237.36460876464844
589,2018-05-07,0.42,0.39,-0.36,-0.52,-0.32,0.006,-0.116694309630702,250.99000549316406,242.88999938964844,243.2899932861328,248.67999267578125,17190400.0,246.9163818359375
590,2018-05-08,0.07,0.49,0.26,-0.25,0.14,0.006,-0.128831865532769,250.50999450683594,246.7100067138672,248.69000244140625,250.39999389648438,12665400.0,248.62417602539062
591,2018-05-09,0.89,-0.23,0.24,-0.88,-0.01,0.006,-0.139519186539156,255.8699951171875,250.11000061035156,251.2100067138672,255.77999877929688,14919000.0,253.9660186767578
592,2018-05-10,0.84,-0.37,-0.04,0.25,-0.33,0.006,-0.148757551593511,260.5,257.20001220703125,257.9200134277344,260.1300048828125,24852000.0,258.28515625
593,2018-05-11,0.19,0.11,-0.37,0.2,0.13,0.006,-0.156548066244011,259.7900085449219,250.5399932861328,252.77999877929688,254.52999877929688,30361400.0,252.7248992919922
594,2018-05-14,0.05,-0.28,0.12,-0.18,0.5,0.006,-0.171529756575371,258.489990234375,254.39999389648438,256.07000732421875,255.36000061035156,13078500.0,253.54901123046875
595,2018-05-15,-0.55,0.71,0.41,-0.08,0.43,0.006,-0.174066716723687,252.89999389648438,241.5,252.7899932861328,245.55999755859375,24088200.0,243.8185272216797
596,2018-05-16,0.49,0.68,-0.24,0.36,0.1,0.006,-0.175400284362962,248.52000427246094,242.50999450683594,244.0,246.00999450683594,13845700.0,244.26531982421875
597,2018-05-17,0.02,0.87,0.25,-0.32,0.3,0.006,-0.17553061908023,251.5,245.42999267578125,246.0800018310547,247.7100067138672,12994600.0,245.95326232910156
598,2018-05-18,-0.23,0.46,-0.58,0.05,-0.2,0.006,-0.174457736472549,252.3699951171875,245.74000549316406,249.80999755859375,245.94000244140625,12092900.0,244.19581604003906
599,2018-05-21,0.72,-0.19,0.44,0.2,0.07,0.006,-0.164065143193202,250.02999877929688,240.49000549316406,249.8800048828125,244.24000549316406,16015600.0,242.5078887939453
600,2018-05-22,-0.42,-0.66,0.59,-0.29,-0.39,0.006,-0.158690582996307,245.8000030517578,240.25,244.77999877929688,242.6999969482422,12956600.0,240.97877502441406
601,2018-05-23,0.29,-0.07,-0.72,-0.04,-0.37,0.006,-0.152577337954401,247.58999633789062,240.25,240.27999877929688,247.5399932861328,11073900.0,245.93646240234375
602,2018-05-24,-0.16,0.32,-0.31,0.48,0.09,0.006,-0.145724676500058,249.39999389648438,245.24000549316406,247.38999938964844,247.69000244140625,10934300.0,246.0854949951172
603,2018-05-25,-0.21,0.22,-0.4,0.61,-0.52,0.006,-0.13813177858045,249.94000244140625,246.75999450683594,248.1999969482422,249.27999877929688,7302800.0,247.66519165039062
604,2018-05-29,-1.03,1.1,-1.03,0.17,-0.03,0.006,-0.0992183671232859,251.33999633789062,246.6999969482422,248.5500030517578,248.58999633789062,8817100.0,246.97967529296875
605,2018-05-30,1.31,0.05,0.35,-0.7,0.2,0.006,-0.0869264509778258,253.33999633789062,248.9499969482422,249.9499969482422,252.99000549316406,9774900.0,251.3511962890625
606,2018-05-31,-0.7,0.04,-0.4,-0.51,-0.16,0.006,-0.0736057314244457,255.1999969482422,251.27000427246094,251.6999969482422,252.19000244140625,12346700.0,250.5563201904297
607,2018-06-01,1.06,-0.21,-0.13,-0.02,-0.17,0.006,-0.0592546143826806,257.8699951171875,253.64999389648438,254.0,257.6199951171875,10549200.0,255.95115661621094
608,2018-06-04,0.48,0.14,-0.46,1.03,-0.29,0.006,-0.0181950049680464,265.739990234375,257.70001220703125,259.0,264.8500061035156,16050600.0,263.1343078613281
609,2018-06-05,0.16,0.79,-0.41,0.22,0.12,0.006,-0.00552111615685757,266.5899963378906,263.1700134277344,264.9800109863281,265.07000732421875,9792800.0,263.35296630859375
610,2018-06-06,0.86,-0.28,0.17,-0.02,0.15,0.006,0.00655952982483587,265.2799987792969,260.7699890136719,261.42999267578125,265.1499938964844,9283900.0,263.432373046875
611,2018-06-07,-0.14,-0.24,0.92,0.13,0.59,0.006,0.0180483786588287,265.4800109863281,259.25,265.0,262.8999938964844,9236200.0,261.19696044921875
612,2018-06-08,0.31,0.04,-0.4,0.24,-0.19,0.006,0.0289468052069976,264.0,259.20001220703125,259.9599914550781,262.2799987792969,9011400.0,260.5809631347656
613,2018-06-11,0.12,0.15,-0.16,0.22,0.24,0.006,0.0583371290358564,263.45001220703125,260.1000061035156,261.7699890136719,260.6199951171875,6634300.0,258.93170166015625
614,2018-06-12,0.23,0.19,-0.61,0.07,-0.17,0.006,0.0672721347365367,263.07000732421875,259.6600036621094,261.69000244140625,262.5799865722656,7979000.0,260.8789978027344
615,2018-06-13,-0.33,0.06,-0.21,-0.47,-0.16,0.006,0.0757836241199293,265.6700134277344,262.0299987792969,262.6400146484375,262.3999938964844,8455200.0,260.7001953125
616,2018-06-14,0.27,0.2,-0.99,0.0,-0.59,0.006,0.0838726157495509,269.20001220703125,263.6199951171875,264.2200012207031,266.9100036621094,10750400.0,265.1809997558594
617,2018-06-15,-0.08,0.1,-0.25,0.64,-0.15,0.006,0.0915400776289298,267.4800109863281,263.3500061035156,264.6000061035156,265.260009765625,10806500.0,263.54168701171875
618,2018-06-18,-0.09,0.76,0.09,-0.41,0.04,0.006,0.112086081576093,265.79998779296875,262.3800048828125,263.4800109863281,265.0899963378906,8906700.0,263.3727722167969
619,2018-06-19,-0.38,0.51,-0.18,-0.25,-0.37,0.006,0.118082696106785,263.6400146484375,255.02000427246094,260.9200134277344,260.1700134277344,14873300.0,258.48468017578125
620,2018-06-20,0.23,0.66,-0.52,-0.11,0.08,0.006,0.123604593242555,264.45001220703125,260.2799987792969,261.8299865722656,262.30999755859375,9244500.0,260.6108093261719
621,2018-06-21,-0.73,-0.57,0.32,0.44,0.13,0.006,0.12865243378467,264.3399963378906,256.79998779296875,263.6000061035156,257.1099853515625,8987900.0,255.44447326660156
622,2018-06-22,0.11,-0.05,0.44,-0.57,0.86,0.006,0.133226821804401,258.489990234375,250.3300018310547,257.95001220703125,250.9499969482422,10854000.0,249.32437133789062
623,2018-06-25,-1.48,-0.48,0.56,0.56,0.14,0.006,0.144235616286494,246.8000030517578,235.5399932861328,246.64999389648438,239.1199951171875,16645400.0,237.57101440429688
624,2018-06-26,0.27,0.51,-0.2,-0.51,0.1,0.006,0.14729781818305,245.64999389648438,239.91000366210938,243.6999969482422,241.99000549316406,11972100.0,240.4224090576172
625,2018-06-27,-1.02,-0.99,0.39,-0.12,0.52,0.006,0.150144345479833,246.42999267578125,235.5,243.75,235.72000122070312,11347300.0,234.19302368164062
626,2018-06-28,0.58,-0.19,-0.51,-0.17,-0.56,0.006,0.152775538818619,241.33999633789062,235.00999450683594,235.32000732421875,240.86000061035156,8450300.0,239.29974365234375
627,2018-06-29,0.07,-0.23,-0.24,-0.21,0.01,0.006,0.155191713072331,244.0,236.85000610351562,243.49000549316406,236.89999389648438,9807500.0,235.36538696289062
628,2018-07-02,0.36,0.45,-0.35,-0.01,-0.53,0.008,0.161386185907802,242.38999938964844,233.25999450683594,234.08999633789062,242.24000549316406,8939300.0,240.6707763671875
629,2018-07-03,-0.44,0.75,0.08,-0.31,0.46,0.008,0.163250572071219,243.8800048828125,236.5,243.63999938964844,236.83999633789062,5568300.0,235.30577087402344
630,2018-07-05,0.87,0.39,-0.4,0.35,-0.17,0.008,0.16655522626234,242.92999267578125,237.5,239.07000732421875,242.72999572753906,7655400.0,241.15760803222656
